ID,ЛПНП
k31__2__2,0.6397757667325584
k31__0__0,0.5631867914526842
k31__13__13,0.53404851280224
k31__14__14,0.5292259666057781
k31__25__25,0.640920556326919
k31__15__15,0.6057401312911411
k31__23__23,0.6315078963136093
k31__40__40,0.639655609613301
k31__22__22,0.6591130346312367
k31__18__18,0.6470919924346443
k31__19__19,0.6483743363567308
k31__43__43,0.46900804399502555
k31__79__79,0.6326917161266146
k31__94__94,0.608262880805607
k31__89__89,0.6406064948869865
k31__88__88,0.6595755064453198
k31__74__74,0.5527401313239393
k31__48__48,0.5333956423615472
k31__55__55,0.49827845284909
k31__56__56,0.49075019616028237
k31__99__99,0.6538660704102853
k31__87__87,0.5924364996680118
k31__95__95,0.5871659049401258
k31__49__49,0.5469632624128417
k31__112__112,0.5037968016714669
k31__121__121,0.5672587403192854
k31__110__110,0.6006259611243528
k31__162__162,0.5389506504058595
k31__139__139,0.6279276877790917
k31__127__127,0.658561733660868
k31__151__151,0.6376296182878753
k31__134__134,0.6593905747873298
k31__155__155,0.6404672820632292
k31__157__157,0.6311150391481803
k31__210__210,0.6192046729646319
k31__186__186,0.6093903161114491
k31__199__199,0.666316511774183
k31__213__213,0.653509220402385
k31__170__170,0.6125332280976975
k31__201__201,0.5415447512221028
k31__183__183,0.6454218901229702
k31__189__189,0.5626948939986935
k31__169__169,0.6055014315555697
k31__233__233,0.5406772511716379
k31__238__238,0.5265249653807551
k31__234__234,0.6377574431107204
k31__254__254,0.6544133088594691
k31__264__264,0.6515633490261045
k31__261__261,0.5343532527941456
k31__249__249,0.6317611657104392
k31__241__241,0.6443554236334835
k31__262__262,0.6399517865135413
k31__260__260,0.6439970225355041
k31__274__274,0.5771853336901897
k31__282__282,0.5755945669465855
k31__278__278,0.6542116954354358
k31__283__283,0.5828198116329792
k31__345__345,0.5744692378269404
k31__342__342,0.5210422008292936
k31__309__309,0.6443152555805404
k31__326__326,0.5863494323221645
k31__314__314,0.5038961727876646
k31__311__311,0.4645302721350274
k31__349__349,0.6254192435653894
k31__344__344,0.654051748920585
k31__295__295,0.6040987765628655
k31__299__299,0.6391273860798851
k31__330__330,0.6138561357325707
k31__302__302,0.6522119340881319
k31__322__322,0.6468096260454708
k31__425__425,0.6388037453784415
k31__366__366,0.629945589723973
k31__415__415,0.6129770621671576
k31__376__376,0.5665310844365865
k31__392__392,0.6309771907599664
k31__400__400,0.5356828243309566
k31__387__387,0.5453741998799301
k31__389__389,0.6412992556245092
k31__380__380,0.6562844560287122
k31__365__365,0.644850679500456
k31__399__399,0.5279405800409618
k31__357__357,0.5852830218523601
k31__420__420,0.5069541038849338
k31__391__391,0.6442781769723996
k31__410__410,0.5884109215784273
k31__359__359,0.6346254803928137
k31__442__442,0.6419987541722917
k31__504__504,0.49981882080732287
k31__455__455,0.5989193146327046
k31__481__481,0.4857358618114492
k31__466__466,0.6291183765423185
k31__450__450,0.6026686892515957
k31__502__502,0.5479679696292038
k31__452__452,0.6406758788681641
k31__461__461,0.6291362764395314
k31__510__510,0.5497863446321135
k31__446__446,0.5880555085990894
k31__431__431,0.5714926141133235
k31__491__491,0.6267334090180682
k31__468__468,0.6572572533630949
k31__434__434,0.645619234444017
k31__509__509,0.6525092482205894
k31__460__460,0.6151505708554974
k31__555__555,0.5959267770308166
k31__543__543,0.46904501284162403
k31__521__521,0.4710643458017535
k31__534__534,0.6059630489536056
k31__570__570,0.5318695631963236
k31__538__538,0.602828950864171
k31__553__553,0.4883297963262124
k31__528__528,0.658828647400398
k31__517__517,0.548120356599171
k31__525__525,0.6446706194425298
k31__549__549,0.6000185005499189
k31__595__595,0.5263752554837902
k31__609__609,0.6094271471142787
k31__588__588,0.6457428858528458
k31__601__601,0.6205943264628576
k31__590__590,0.6547238355118532
k31__575__575,0.645959028109455
k31__614__614,0.6581128301333344
k31__608__608,0.6489594089406571
k31__596__596,0.6265662406975134
k31__573__573,0.6197825384099304
k31__658__658,0.5200550263290403
k31__624__624,0.490516218793376
k31__675__675,0.6418401835848091
k31__680__680,0.5971626979434734
k31__650__650,0.6201763569394264
k31__627__627,0.5433998911476866
k31__674__674,0.6219614141062811
k31__653__653,0.5583162123031776
k31__641__641,0.5097012602806874
k31__663__663,0.589798968610482
k31__623__623,0.5827449992683533
k31__686__686,0.641850060567316
k31__656__656,0.6193156577618731
k31__648__648,0.6033835479787746
k31__635__635,0.539699235793177
k31__688__688,0.5300065508682751
k31__696__696,0.5511336080416166
k31__699__699,0.6062559632207696
